id;cian_id;repair_type;total_area;living_area;kitchen_area;ceiling_height;balconies;loggias;rooms_count;separated_wc;combined_wc;windows_view;created_at;updated_at
22981;309399362;;36.50;;;2.68;;;1;;;;2024-11-01 22:07:10.279459;2024-11-01 22:07:10.279459
22982;309188119;;40.00;10.30;21.30;3.00;;;1;;1;;2024-11-01 22:07:12.055906;2024-11-01 22:07:12.055906
22983;306031458;;29.54;12.50;10.10;2.95;;;1;;;;2024-11-01 22:07:16.730224;2024-11-01 22:07:16.730224
22984;306031462;;29.48;12.50;10.10;2.95;;;1;;;;2024-11-01 22:07:19.597716;2024-11-01 22:07:19.597716
22985;306031545;;30.10;9.90;10.30;2.95;;;1;;;;2024-11-01 22:07:21.135195;2024-11-01 22:07:21.135195
22986;306031619;;27.38;9.90;8.60;2.95;;;1;;;;2024-11-01 22:07:22.953183;2024-11-01 22:07:22.953183
22987;309190780;;23.45;5.40;10.20;3.15;;;1;;1;;2024-11-01 22:07:26.560331;2024-11-01 22:07:26.560331
22988;309399420;;32.20;;;2.68;;;1;;;;2024-11-01 22:07:27.233510;2024-11-01 22:07:27.233510
22989;306745768;;33.00;11.80;10.60;2.80;1;;1;;1;yard;2024-11-01 22:07:31.084041;2024-11-01 22:07:31.084041
22990;309356321;;33.50;11.60;9.10;2.72;1;;1;;1;;2024-11-01 22:07:31.922964;2024-11-01 22:07:31.922964
22991;309190777;;22.17;10.00;5.10;3.15;;;1;;1;;2024-11-01 22:07:33.828632;2024-11-01 22:07:33.828632
22992;309399390;;36.20;;;2.68;;;1;;;;2024-11-01 22:07:40.699113;2024-11-01 22:07:40.699113
22993;306747951;;34.70;12.80;9.30;2.95;1;1;1;;1;yard;2024-11-01 22:07:44.507470;2024-11-01 22:07:44.507470
22994;306747333;;37.30;14.00;11.10;2.80;1;1;1;;1;yard;2024-11-01 22:07:45.440327;2024-11-01 22:07:45.440327
22995;309308429;;33.90;11.60;11.00;2.70;;;1;;1;;2024-11-01 22:07:49.859970;2024-11-01 22:07:49.859970
22996;309401425;;34.40;;;2.62;;;1;;;;2024-11-01 22:07:51.342089;2024-11-01 22:07:51.342089
22997;309190369;;36.02;11.00;9.40;2.80;;;1;;1;;2024-11-01 22:07:55.616059;2024-11-01 22:07:55.616059
22998;309399403;;34.10;;;2.68;;;1;;;;2024-11-01 22:07:56.502984;2024-11-01 22:07:56.502984
22999;309186694;;38.79;11.00;19.40;2.70;;;1;;1;;2024-11-01 22:07:58.858890;2024-11-01 22:07:58.858890
23000;309408635;;36.46;10.50;17.50;2.70;;;1;;1;;2024-11-01 22:08:00.672002;2024-11-01 22:08:00.672002
23001;309399486;;32.50;;;2.68;;;1;;;;2024-11-01 22:08:07.534667;2024-11-01 22:08:07.534667
23002;303067891;;32.00;10.30;12.20;3.15;;1;1;;;street;2024-11-01 22:08:09.844473;2024-11-01 22:08:09.844473
23003;306745787;;36.10;13.40;10.40;2.80;1;1;1;;1;yard;2024-11-01 22:08:10.796303;2024-11-01 22:08:10.796303
23004;309193244;;40.33;10.60;21.10;2.82;;;1;;1;;2024-11-01 22:08:11.354340;2024-11-01 22:08:11.354340
23005;306031696;;27.38;9.90;8.60;2.95;;;1;;;;2024-11-01 22:08:20.439023;2024-11-01 22:08:20.439023
23006;306031587;;30.61;11.20;11.20;2.95;;;1;;;;2024-11-01 22:08:21.600597;2024-11-01 22:08:21.600597
23007;306744981;;35.00;12.50;12.40;2.95;1;1;1;;1;yard;2024-11-01 22:08:22.338305;2024-11-01 22:08:22.338305
23008;309401533;;32.60;;;2.62;;;1;;;;2024-11-01 22:08:24.698925;2024-11-01 22:08:24.698925
23009;306031455;;31.04;19.30;5.30;2.95;;;1;;;;2024-11-01 22:08:30.068982;2024-11-01 22:08:30.068982
23010;306747956;;34.40;12.80;9.10;2.95;1;1;1;;1;yard;2024-11-01 22:08:31.068534;2024-11-01 22:08:31.068534
23011;309195353;;42.20;13.90;13.10;2.72;;;1;;1;;2024-11-01 22:08:33.039506;2024-11-01 22:08:33.039506
23012;309195389;;40.30;14.90;12.10;2.72;;;1;;1;;2024-11-01 22:08:41.223050;2024-11-01 22:08:41.223050
23013;309401525;;36.60;;;2.62;;;1;;;;2024-11-01 22:08:41.865813;2024-11-01 22:08:41.865813
23014;309401561;;36.30;;;2.62;;;1;;;;2024-11-01 22:08:43.590119;2024-11-01 22:08:43.590119
23015;309399438;;35.90;;;2.68;;;1;;;;2024-11-01 22:08:47.075152;2024-11-01 22:08:47.075152
23016;309399487;;35.90;;;2.68;;;1;;;;2024-11-01 22:08:47.645548;2024-11-01 22:08:47.645548
23017;307016527;;36.62;11.90;11.30;2.82;;;1;;;;2024-11-01 22:08:51.707784;2024-11-01 22:08:51.707784
23018;306745216;;34.00;;;2.95;1;;1;;1;yard;2024-11-01 22:08:52.717826;2024-11-01 22:08:52.717826
23019;309403068;;32.70;12.80;14.90;2.80;;;1;;;yard;2024-11-01 22:08:54.184357;2024-11-01 22:08:54.184357
23020;309401518;;31.90;;;2.62;;;1;;;;2024-11-01 22:08:58.666293;2024-11-01 22:08:58.666293
23021;309401490;;35.98;;;2.62;;;1;;;;2024-11-01 22:09:02.287372;2024-11-01 22:09:02.287372
23022;309401441;;31.99;;;2.62;;;1;;;;2024-11-01 22:09:03.517469;2024-11-01 22:09:03.517469
23023;309372247;;22.40;15.20;2.00;2.87;1;;1;;1;street;2024-11-01 22:09:04.775440;2024-11-01 22:09:04.775440
23024;309372248;;22.70;15.50;2.00;2.87;1;;1;;1;street;2024-11-01 22:09:09.768589;2024-11-01 22:09:09.768589
23025;306031581;;33.27;13.00;9.70;2.95;;;1;;;;2024-11-01 22:09:11.950260;2024-11-01 22:09:11.950260
23026;306744722;;36.00;11.90;11.60;2.95;1;1;1;;1;yard;2024-11-01 22:09:13.014203;2024-11-01 22:09:13.014203
23027;309197785;;40.79;11.00;21.30;2.78;;;1;;1;;2024-11-01 22:09:14.356699;2024-11-01 22:09:14.356699
23028;309195673;;37.74;12.40;12.10;2.60;;;1;;1;yard;2024-11-01 22:09:16.307288;2024-11-01 22:09:16.307288
23029;306748364;;38.70;15.40;10.60;2.95;1;1;1;;1;yard;2024-11-01 22:09:22.613558;2024-11-01 22:09:22.613558
23030;309408645;;33.79;19.90;5.50;2.70;;;1;;1;;2024-11-01 22:09:25.278022;2024-11-01 22:09:25.278022
23031;309195333;;38.30;10.50;11.30;2.72;;;1;;1;;2024-11-01 22:09:27.165247;2024-11-01 22:09:27.165247
23032;309195405;;44.70;;;2.72;;;1;;;;2024-11-01 22:09:32.774788;2024-11-01 22:09:32.774788
23033;306208819;;32.10;9.40;15.60;2.62;;;1;;1;;2024-11-01 22:09:33.378006;2024-11-01 22:09:33.378006
23034;309370983;;23.50;16.50;2.00;2.87;1;;1;;1;yard;2024-11-01 22:09:36.997424;2024-11-01 22:09:36.997424
23035;308452016;;29.48;12.50;10.10;2.95;;;1;;;;2024-11-01 22:09:37.781490;2024-11-01 22:09:37.781490
23036;308954788;design;31.50;20.50;6.00;2.70;0;0;1;0;1;yard;2024-11-01 22:09:43.944628;2024-11-01 22:09:43.944628
23037;306747968;;37.30;13.90;11.00;2.95;1;1;1;;1;yard;2024-11-01 22:09:48.810886;2024-11-01 22:09:48.810886
23038;309408659;;35.93;11.60;9.90;2.70;;;1;;1;;2024-11-01 22:09:49.939889;2024-11-01 22:09:49.939889
23039;309408644;;33.10;10.30;10.00;2.70;1;;1;;1;;2024-11-01 22:09:59.516330;2024-11-01 22:09:59.516330
23040;309408655;;34.38;10.50;15.50;2.70;;;1;;1;;2024-11-01 22:10:00.823825;2024-11-01 22:10:00.823825
23041;309186602;;34.87;10.90;9.50;2.70;1;;1;;1;;2024-11-01 22:10:02.688476;2024-11-01 22:10:02.688476
23042;309401449;;34.24;;;2.62;;;1;;;;2024-11-01 22:10:11.639585;2024-11-01 22:10:11.639585
23043;309400234;;32.70;;;2.62;;;1;;;;2024-11-01 22:10:13.857600;2024-11-01 22:10:13.857600
23044;309186627;;38.93;10.50;19.30;2.70;1;;1;;1;;2024-11-01 22:10:22.401724;2024-11-01 22:10:22.401724
23045;306747131;;39.90;14.90;12.20;2.80;1;1;1;;1;yard;2024-11-01 22:10:33.357141;2024-11-01 22:10:33.357141
23046;306746057;;39.90;14.90;12.20;2.80;1;1;1;;1;yard;2024-11-01 22:10:43.323385;2024-11-01 22:10:43.323385
23047;309400264;;34.80;;;2.62;;;1;;;;2024-11-01 22:10:54.889595;2024-11-01 22:10:54.889595
23048;305234561;;41.90;12.70;21.60;2.65;;;1;;1;;2024-11-01 22:10:55.859427;2024-11-01 22:10:55.859427
23049;309195147;;33.40;11.60;10.40;2.70;;;1;;1;;2024-11-01 22:11:05.601035;2024-11-01 22:11:05.601035
23050;309400208;;34.10;;;2.62;;;1;;;;2024-11-01 22:11:06.706488;2024-11-01 22:11:06.706488
23051;309399387;;40.90;;;2.68;;;1;;;;2024-11-01 22:11:08.323709;2024-11-01 22:11:08.323709
23052;309186541;;34.63;10.30;15.90;2.70;;;1;;1;;2024-11-01 22:11:16.219914;2024-11-01 22:11:16.219914
23053;306747830;;35.90;14.10;11.10;2.99;1;1;1;;1;street;2024-11-01 22:11:18.992102;2024-11-01 22:11:18.992102
23054;306746830;;33.90;12.10;9.80;3.10;1;1;1;;1;yard;2024-11-01 22:11:29.080129;2024-11-01 22:11:29.080129
23055;309397652;;28.30;;8.40;3.00;;;1;;;;2024-11-01 22:11:29.799549;2024-11-01 22:11:29.799549
23056;308716594;;42.60;14.20;16.20;2.70;;;1;;1;yard;2024-11-01 22:11:39.641351;2024-11-01 22:11:39.641351
23057;309408640;;34.89;10.50;15.50;2.70;1;;1;;1;;2024-11-01 22:11:40.770189;2024-11-01 22:11:40.770189
23058;309372262;;25.10;17.90;2.00;2.87;1;;1;;1;yard;2024-11-01 22:11:50.504585;2024-11-01 22:11:50.504585
23059;306746681;;37.00;14.30;10.80;3.10;1;1;1;;1;yard;2024-11-01 22:12:03.183306;2024-11-01 22:12:03.183306
23060;306744730;;34.30;12.80;8.90;2.95;1;1;1;;1;yard;2024-11-01 22:12:14.056507;2024-11-01 22:12:14.056507
23061;309399425;;41.70;;;2.68;;;1;;;;2024-11-01 22:12:14.633516;2024-11-01 22:12:14.633516
23062;309399400;;39.80;;;2.68;;;1;;;;2024-11-01 22:12:24.476567;2024-11-01 22:12:24.476567
23063;306031562;;36.50;10.10;17.00;2.95;;;1;;;;2024-11-01 22:12:35.342071;2024-11-01 22:12:35.342071
23064;309364867;;31.08;14.50;6.50;3.10;;;1;;1;yard;2024-11-01 22:12:36.879506;2024-11-01 22:12:36.879506
23065;306744740;;36.90;14.30;11.80;2.95;1;1;1;;1;yard;2024-11-01 22:12:46.162160;2024-11-01 22:12:46.162160
23066;306744928;;37.90;14.70;11.20;2.90;1;1;1;;1;yard;2024-11-01 22:12:47.824537;2024-11-01 22:12:47.824537
23067;309194693;;33.50;12.30;13.00;2.72;;;1;;1;;2024-11-01 22:12:48.525598;2024-11-01 22:12:48.525598
23068;309401433;;41.00;;;2.62;;;1;;;;2024-11-01 22:12:55.511886;2024-11-01 22:12:55.511886
23069;309399454;;44.50;;;2.68;;;1;;;;2024-11-01 22:12:57.931043;2024-11-01 22:12:57.931043
23070;309399366;;40.20;;;2.68;;;1;;;;2024-11-01 22:12:59.066987;2024-11-01 22:12:59.066987
23071;309399204;;43.10;;;2.68;;;1;;;;2024-11-01 22:13:06.297720;2024-11-01 22:13:06.297720
23072;309186575;;35.29;10.30;15.90;2.70;1;;1;;1;;2024-11-01 22:13:08.184340;2024-11-01 22:13:08.184340
23073;306208675;;38.20;9.00;16.50;2.62;;;1;;1;;2024-11-01 22:13:09.124000;2024-11-01 22:13:09.124000
23074;306730079;;19.14;;;2.80;;;1;;;;2024-11-01 22:13:16.936415;2024-11-01 22:13:16.936415
23075;309370917;;25.90;18.90;2.00;2.87;1;;1;;1;yard;2024-11-01 22:13:18.864009;2024-11-01 22:13:18.864009
23076;308452167;;33.27;13.00;9.70;2.95;;;1;;;;2024-11-01 22:13:19.928263;2024-11-01 22:13:19.928263
23077;306031718;;36.15;11.00;15.90;2.95;;;1;;;;2024-11-01 22:13:25.173537;2024-11-01 22:13:25.173537
23078;306031667;;37.63;10.40;16.90;2.95;;;1;;;;2024-11-01 22:13:28.341165;2024-11-01 22:13:28.341165
23079;309403073;;36.90;13.70;18.20;2.80;;;1;;;yard;2024-11-01 22:13:29.733153;2024-11-01 22:13:29.733153
23080;309400223;;34.90;;;2.62;;;1;;;;2024-11-01 22:13:35.933577;2024-11-01 22:13:35.933577
23081;306031707;;34.44;10.40;16.00;2.95;;;1;;;;2024-11-01 22:13:38.912221;2024-11-01 22:13:38.912221
23082;306031564;;34.79;11.00;13.70;2.95;;;1;;;;2024-11-01 22:13:40.273981;2024-11-01 22:13:40.273981
23083;308314544;;36.90;13.90;10.70;2.95;1;1;1;;1;yard;2024-11-01 22:13:43.359720;2024-11-01 22:13:43.359720
23084;309197781;;43.65;12.30;22.40;2.78;;;1;;1;;2024-11-01 22:13:47.075437;2024-11-01 22:13:47.075437
23085;309397680;;30.60;;10.20;3.00;;;1;;;;2024-11-01 22:13:51.181029;2024-11-01 22:13:51.181029
23086;309355370;;32.10;9.40;16.00;2.68;;;1;;1;;2024-11-01 22:13:58.480856;2024-11-01 22:13:58.480856
23087;309370339;;33.60;12.30;11.30;2.87;;;1;;1;street;2024-11-01 22:14:01.573873;2024-11-01 22:14:01.573873
23088;302129211;;28.70;11.70;7.30;2.80;;;1;;;;2024-11-01 22:14:02.423756;2024-11-01 22:14:02.423756
23089;306031583;;34.28;20.90;4.20;2.95;;;1;;;;2024-11-01 22:14:03.391825;2024-11-01 22:14:03.391825
23090;309408653;;38.67;25.80;3.80;2.70;1;;1;;1;;2024-11-01 22:14:09.000685;2024-11-01 22:14:09.000685
23091;309408643;;42.82;28.10;6.20;2.70;;;1;;1;;2024-11-01 22:14:12.542563;2024-11-01 22:14:12.542563
23092;300949089;cosmetic;36.30;19.20;9.80;2.48;0;0;1;1;0;yard;2024-11-01 22:14:14.450617;2024-11-01 22:14:14.450617
23093;302961624;cosmetic;36.00;20.00;9.70;2.64;1;;1;;1;yard;2024-11-01 22:14:19.811098;2024-11-01 22:14:19.811098
23094;306743335;;33.70;12.00;9.80;2.95;1;1;1;;1;street;2024-11-01 22:14:25.364752;2024-11-01 22:14:25.364752
23095;306031558;;35.73;11.00;15.60;2.95;;;1;;;;2024-11-01 22:14:30.378212;2024-11-01 22:14:30.378212
23096;306744222;;37.70;14.30;11.30;2.80;1;1;1;;1;street;2024-11-01 22:14:33.288517;2024-11-01 22:14:33.288517
23097;309188272;;35.29;19.80;6.50;3.00;1;;1;;1;;2024-11-01 22:14:40.863958;2024-11-01 22:14:40.863958
23098;309186490;;40.79;11.00;21.30;2.70;;;1;;1;;2024-11-01 22:14:44.199169;2024-11-01 22:14:44.199169
23099;309186065;;44.96;14.00;18.30;2.80;;;1;1;;;2024-11-01 22:14:46.553780;2024-11-01 22:14:46.553780
23100;309188027;;44.18;12.30;22.40;3.00;1;;1;;1;;2024-11-01 22:14:55.071445;2024-11-01 22:14:55.071445
23101;309186513;;48.15;19.50;19.60;2.70;;;1;;1;;2024-11-01 22:14:57.459698;2024-11-01 22:14:57.459698
23102;308688190;;37.80;;18.80;2.88;;;1;;1;street;2024-11-01 22:15:03.532156;2024-11-01 22:15:03.532156
23103;306747038;;33.40;12.20;9.40;2.95;1;1;1;;1;yard;2024-11-01 22:15:04.510477;2024-11-01 22:15:04.510477
23104;308314371;;33.80;12.10;9.70;2.95;1;1;1;;1;yard;2024-11-01 22:15:05.767401;2024-11-01 22:15:05.767401
23105;306969204;;34.00;14.00;10.50;2.68;;;1;;1;;2024-11-01 22:15:14.419567;2024-11-01 22:15:14.419567
23106;309370909;;28.10;21.10;2.00;2.87;;;1;;1;yardAndStreet;2024-11-01 22:15:15.242546;2024-11-01 22:15:15.242546
23107;302129107;;29.70;11.70;7.30;3.10;;;1;;;;2024-11-01 22:15:16.422880;2024-11-01 22:15:16.422880
23108;303666400;cosmetic;30.40;18.00;6.40;2.64;0;0;1;0;1;yard;2024-11-01 22:15:19.334200;2024-11-01 22:15:19.334200
23109;308314032;;33.50;12.10;9.50;2.95;1;1;1;;1;yard;2024-11-01 22:15:25.066986;2024-11-01 22:15:25.066986
23110;309195175;;36.28;12.00;13.50;2.70;;;1;;1;;2024-11-01 22:15:26.225060;2024-11-01 22:15:26.225060
23111;309400265;;38.30;;;2.62;;;1;;;;2024-11-01 22:15:27.889094;2024-11-01 22:15:27.889094
23112;306242016;;42.40;9.90;16.70;2.62;;;1;;1;;2024-11-01 22:15:30.906304;2024-11-01 22:15:30.906304
23113;308319299;;32.10;9.40;16.20;2.68;;;1;;1;;2024-11-01 22:15:35.855501;2024-11-01 22:15:35.855501
23114;307597653;;32.30;9.40;;2.62;;;1;;1;;2024-11-01 22:15:36.822146;2024-11-01 22:15:36.822146
23115;309372434;;40.30;24.60;2.90;2.87;;;1;;1;yard;2024-11-01 22:15:38.473426;2024-11-01 22:15:38.473426
23116;309370324;;36.60;14.00;12.60;2.87;;;1;;1;street;2024-11-01 22:15:40.338597;2024-11-01 22:15:40.338597
23117;309370986;;29.60;22.60;2.00;2.87;1;;1;;1;yard;2024-11-01 22:15:41.782860;2024-11-01 22:15:41.782860
23118;308452117;;36.50;10.10;17.00;2.95;;;1;;;;2024-11-01 22:15:48.693942;2024-11-01 22:15:48.693942
23119;308962923;cosmetic;39.00;21.00;9.00;;0;1;1;1;0;street;2024-11-01 22:15:49.365672;2024-11-01 22:15:49.365672
23120;308314378;;38.80;15.40;10.70;2.95;1;1;1;;1;yard;2024-11-01 22:15:50.882924;2024-11-01 22:15:50.882924
23121;306784586;;34.10;10.60;11.20;2.85;;;1;;;;2024-11-01 22:15:52.517931;2024-11-01 22:15:52.517931
23122;309400140;;37.50;;;2.62;;;1;;;;2024-11-01 22:16:00.784390;2024-11-01 22:16:00.784390
23123;306208720;;43.30;12.40;18.30;2.62;;;1;;1;;2024-11-01 22:16:01.408901;2024-11-01 22:16:01.408901
23124;309372540;;35.50;12.40;11.80;2.87;;;1;;1;yard;2024-11-01 22:16:01.903308;2024-11-01 22:16:01.903308
23125;309372445;;39.30;15.30;14.00;2.87;;;1;;1;street;2024-11-01 22:16:03.570715;2024-11-01 22:16:03.570715
23126;308452122;;34.79;11.00;13.70;2.95;;;1;;;;2024-11-01 22:16:10.708706;2024-11-01 22:16:10.708706
23127;300605956;;42.50;21.30;11.10;2.65;;;1;;;yardAndStreet;2024-11-01 22:16:11.762032;2024-11-01 22:16:11.762032
23128;305804640;;32.60;9.50;16.10;2.62;;;1;;1;;2024-11-01 22:16:12.501852;2024-11-01 22:16:12.501852
23129;304735398;;30.41;;;3.00;;;1;;;;2024-11-01 22:16:13.069653;2024-11-01 22:16:13.069653
23130;304066787;;31.00;17.50;;2.90;;;1;;;;2024-11-01 22:16:21.491636;2024-11-01 22:16:21.491636
23131;309397668;;36.00;;12.60;3.00;;;1;;;;2024-11-01 22:16:23.174378;2024-11-01 22:16:23.174378
23132;306255214;;32.20;9.40;14.70;2.68;;;1;;1;;2024-11-01 22:16:25.374465;2024-11-01 22:16:25.374465
23133;306255107;;35.90;11.00;17.20;2.68;;;1;;1;;2024-11-01 22:16:26.243865;2024-11-01 22:16:26.243865
23134;308140401;euro;44.00;;10.00;2.70;1;0;1;1;0;yard;2024-11-01 22:16:26.848233;2024-11-01 22:16:26.848233
23135;306737416;;36.90;14.10;13.20;3.10;1;1;1;;1;yard;2024-11-01 22:16:32.175994;2024-11-01 22:16:32.175994
23136;306737405;;33.30;11.90;11.70;3.10;1;1;1;;1;yard;2024-11-01 22:16:34.038451;2024-11-01 22:16:34.038451
23137;305378720;;32.60;9.50;16.10;2.62;;;1;;1;;2024-11-01 22:16:37.528737;2024-11-01 22:16:37.528737
23138;309397675;;35.40;;12.00;3.00;;;1;;;;2024-11-01 22:16:38.401336;2024-11-01 22:16:38.401336
23139;304195259;;43.10;14.40;;2.73;;;1;;;;2024-11-01 22:16:43.846470;2024-11-01 22:16:43.846470
23140;309372595;;34.70;22.30;3.60;2.87;;;1;;1;street;2024-11-01 22:16:47.329189;2024-11-01 22:16:47.329189
23141;307455524;;38.04;;;2.66;;;1;;;;2024-11-01 22:16:47.946612;2024-11-01 22:16:47.946612
23142;309372443;;41.70;25.30;2.60;2.87;;;1;;1;street;2024-11-01 22:16:54.782208;2024-11-01 22:16:54.782208
23143;306737554;;37.60;13.40;12.30;3.10;1;1;1;;1;yard;2024-11-01 22:16:55.752131;2024-11-01 22:16:55.752131
23144;309185710;;48.11;14.60;19.70;2.80;1;;1;1;;;2024-11-01 22:16:57.946647;2024-11-01 22:16:57.946647
23145;306203249;;36.30;10.20;12.00;2.66;;;1;;1;;2024-11-01 22:17:08.902640;2024-11-01 22:17:08.902640
23146;309370302;;38.30;13.90;13.30;2.87;;;1;;1;street;2024-11-01 22:17:10.195257;2024-11-01 22:17:10.195257
23147;309364812;;34.08;9.90;11.90;3.10;;;1;;1;yard;2024-11-01 22:17:13.618837;2024-11-01 22:17:13.618837
23148;294443496;;39.90;;;;;;1;;;;2024-11-01 22:17:19.704468;2024-11-01 22:17:19.704468
23149;309190866;;37.17;11.80;11.90;3.15;;;1;;1;;2024-11-01 22:17:21.686031;2024-11-01 22:17:21.686031
23150;309188305;;35.40;16.10;11.00;3.00;1;;1;;1;;2024-11-01 22:17:25.235735;2024-11-01 22:17:25.235735
23151;298481241;;39.01;;;3.00;;;1;;;;2024-11-01 22:17:32.507980;2024-11-01 22:17:32.507980
23152;309372439;;41.30;27.70;3.70;2.87;;;1;;1;street;2024-11-01 22:17:35.860070;2024-11-01 22:17:35.860070
23153;309374336;;33.00;;;2.70;;;1;;;;2024-11-01 22:17:36.719666;2024-11-01 22:17:36.719666
23154;309364774;;37.20;12.20;11.40;3.10;;;1;;1;yard;2024-11-01 22:17:46.759006;2024-11-01 22:17:46.759006
23155;306985487;;38.70;19.40;;2.62;;;1;;1;yard;2024-11-01 22:17:57.484742;2024-11-01 22:17:57.484742
23156;308577713;;35.30;10.10;;2.62;;;1;;1;yard;2024-11-01 22:17:59.188057;2024-11-01 22:17:59.188057
23157;299381362;;33.80;12.40;16.40;3.10;;;1;;;yard;2024-11-01 22:18:08.985716;2024-11-01 22:18:08.985716
23158;309398207;;35.30;14.30;10.70;2.80;;;1;;;;2024-11-01 22:18:10.101304;2024-11-01 22:18:10.101304
23159;306730114;;25.59;;;2.80;;;1;;;;2024-11-01 22:18:20.886147;2024-11-01 22:18:20.886147
23160;309370314;;42.70;25.50;3.60;2.87;;;1;;1;yard;2024-11-01 22:18:31.459575;2024-11-01 22:18:31.459575
23161;302330404;cosmetic;32.60;10.00;15.00;2.70;0;;1;0;1;street;2024-11-01 22:18:33.470838;2024-11-01 22:18:33.470838
23162;309401651;;33.20;;;;;;1;;1;;2024-11-01 22:18:41.986104;2024-11-01 22:18:41.986104
23163;306719113;;36.75;12.90;14.30;2.80;;;1;;;;2024-11-01 22:18:44.739254;2024-11-01 22:18:44.739254
23164;309397712;;36.49;15.80;11.70;2.80;;;1;;;;2024-11-01 22:18:52.930801;2024-11-01 22:18:52.930801
23165;306983644;;35.70;11.50;15.70;2.68;;;1;;1;;2024-11-01 22:18:55.445493;2024-11-01 22:18:55.445493
23166;309354714;;34.28;13.90;10.60;2.68;;;1;;1;;2024-11-01 22:19:06.323341;2024-11-01 22:19:06.323341
23167;304056331;;43.60;12.80;;2.70;;;1;;;;2024-11-01 22:19:10.737798;2024-11-01 22:19:10.737798
23168;309370942;;32.10;25.10;2.00;2.87;;;1;;1;street;2024-11-01 22:19:12.753360;2024-11-01 22:19:12.753360
23169;308686886;;31.50;;10.50;2.88;;;1;;1;yard;2024-11-01 22:19:17.764119;2024-11-01 22:19:17.764119
23170;309402008;;31.00;;;2.68;;;1;;;;2024-11-01 22:19:23.597112;2024-11-01 22:19:23.597112
23171;309401717;;35.10;;;;;;1;;1;;2024-11-01 22:19:28.370315;2024-11-01 22:19:28.370315
23172;309213328;;36.10;15.40;12.60;2.82;;;1;;1;;2024-11-01 22:19:34.631870;2024-11-01 22:19:34.631870
23173;306741000;;36.10;16.60;9.70;2.97;1;1;1;;1;yard;2024-11-01 22:19:45.320905;2024-11-01 22:19:45.320905
23174;309402010;;33.60;;;2.68;;;1;;;;2024-11-01 22:19:50.048169;2024-11-01 22:19:50.048169
23175;309188299;;44.43;28.10;7.80;3.00;;;1;;1;;2024-11-01 22:19:56.318596;2024-11-01 22:19:56.318596
23176;308688033;;43.60;;21.40;2.88;;;1;;1;street;2024-11-01 22:19:58.563813;2024-11-01 22:19:58.563813
23177;294449928;;41.30;;;;;;1;;;;2024-11-01 22:20:00.682934;2024-11-01 22:20:00.682934
23178;306738324;;36.40;13.90;13.10;3.10;1;1;1;;1;street;2024-11-01 22:20:06.382685;2024-11-01 22:20:06.382685
23179;309401935;;33.90;;;2.68;;;1;;;;2024-11-01 22:20:09.298505;2024-11-01 22:20:09.298505
23180;309401791;;32.70;;;2.68;;;1;;1;;2024-11-01 22:20:10.085575;2024-11-01 22:20:10.085575
23181;309401971;;31.90;;;2.68;;;1;;;;2024-11-01 22:20:11.473704;2024-11-01 22:20:11.473704
23182;309401633;;36.60;;;;;;1;;1;;2024-11-01 22:20:17.479778;2024-11-01 22:20:17.479778
23183;309397640;;37.70;;12.60;3.00;;;1;;;;2024-11-01 22:20:18.548283;2024-11-01 22:20:18.548283
23184;306983212;;38.00;11.90;17.80;2.68;;;1;;1;;2024-11-01 22:20:20.095983;2024-11-01 22:20:20.095983
23185;308526820;;32.41;9.40;16.40;2.68;;;1;;1;;2024-11-01 22:20:22.224371;2024-11-01 22:20:22.224371
23186;309372436;;45.20;27.70;3.40;2.87;;;1;;1;yardAndStreet;2024-11-01 22:20:28.344206;2024-11-01 22:20:28.344206
23187;309364971;;37.30;12.30;11.50;3.10;;;1;;1;yard;2024-11-01 22:20:29.145606;2024-11-01 22:20:29.145606
23188;308161238;;33.40;;;2.95;1;;1;;;;2024-11-01 22:20:30.670032;2024-11-01 22:20:30.670032
23189;306742760;;36.80;14.00;10.70;2.80;1;1;1;;1;yard;2024-11-01 22:20:31.548052;2024-11-01 22:20:31.548052
23190;306740124;;36.10;16.60;9.70;2.97;1;1;1;;1;yard;2024-11-01 22:20:39.432249;2024-11-01 22:20:39.432249
23191;309356306;;33.83;10.20;16.20;3.15;;;1;;1;;2024-11-01 22:20:41.601473;2024-11-01 22:20:41.601473
23192;309401926;;32.30;;;2.68;;;1;;;;2024-11-01 22:20:42.605261;2024-11-01 22:20:42.605261
23193;308687195;;44.80;;24.10;2.88;;;1;;1;street;2024-11-01 22:20:43.364990;2024-11-01 22:20:43.364990
23194;283051132;;41.78;;;3.00;;;1;;;;2024-11-01 22:20:50.296430;2024-11-01 22:20:50.296430
23195;302168191;;34.80;23.30;5.20;2.73;;;1;;1;;2024-11-01 22:20:52.987472;2024-11-01 22:20:52.987472
23196;309402009;;35.70;;;2.68;;;1;;;;2024-11-01 22:20:54.629157;2024-11-01 22:20:54.629157
23197;309401646;;38.70;;;;;;1;;1;;2024-11-01 22:21:00.863429;2024-11-01 22:21:00.863429
23198;308023517;;33.50;11.80;13.10;2.79;1;;1;;;;2024-11-01 22:21:03.259126;2024-11-01 22:21:03.259126
23199;309397633;;38.60;;13.10;3.00;;;1;;;;2024-11-01 22:21:03.884992;2024-11-01 22:21:03.884992
23200;308687217;;45.50;;18.90;2.88;;;1;;1;street;2024-11-01 22:21:05.645277;2024-11-01 22:21:05.645277
