id;cian_id;build_year;entrances;material_type;parking_type;garbage_chute;lifts_count;passenger_lifts;cargo_lifts;created_at;updated_at
2628;306745450;;;;underground;;1;1;;;2024-11-01 17:32:34.381228
2629;271216992;;;;;;;;;;2024-11-01 17:32:35.029885
2630;276393676;1972;3;panel;;True;2;2;0;;2024-11-01 17:32:35.782906
2631;276413393;2021;3;monolith;;False;4;2;2;;2024-11-01 17:32:37.415847
2632;276894966;2003;5;panel;ground;True;2;1;1;;2024-11-01 17:32:45.293775
2633;276951809;2012;1;monolith;underground;True;4;2;2;;2024-11-01 17:32:46.431299
2634;277085468;2006;2;panel;;True;3;2;1;;2024-11-01 17:32:47.421087
2635;277101433;1964;1;block;;True;1;1;;;2024-11-01 17:32:48.094894
2636;277310189;2015;;;underground;;2;1;1;;2024-11-01 17:32:55.953434
2637;277314235;1985;1;none;;True;4;2;2;;2024-11-01 17:32:57.192922
2638;277458991;2019;13;monolith;;False;2;2;;;2024-11-01 17:32:58.069640
2639;277525991;1972;2;panel;;True;1;1;;;2024-11-01 17:32:58.799392
2640;277545588;2021;1;monolith;ground;True;3;2;1;;2024-11-01 17:33:05.947321
2641;277564512;2021;9;monolith;underground;True;2;1;1;;2024-11-01 17:33:06.690410
2642;277637801;1928;3;brick;ground;True;2;2;;;2024-11-01 17:33:09.365251
2643;277694811;2006;8;panel;;True;2;1;1;;2024-11-01 17:33:10.064298
2644;277864917;1951;2;brick;;;1;1;;;2024-11-01 17:33:10.726569
2645;277904760;;;;underground;;4;2;2;;2024-11-01 17:33:13.936979
2646;277950399;2020;10;none;;;2;1;1;;2024-11-01 17:33:16.661486
2647;278180655;1969;1;brick;ground;True;2;2;;;2024-11-01 17:33:17.945331
2648;278404943;2015;3;monolith;;False;;;;;2024-11-01 17:33:19.947998
2649;278405905;;;;underground;;5;3;2;;2024-11-01 17:33:20.721353
2650;278462893;1964;3;none;;False;;0;0;;2024-11-01 17:33:21.351273
2651;278486872;2014;8;panel;multilevel;True;3;1;2;;2024-11-01 17:33:24.742381
2652;278504072;;;;;;;0;0;;2024-11-01 17:33:27.330799
2653;278582362;2003;2;panel;;True;2;2;0;;2024-11-01 17:33:28.904643
2654;278593745;2021;0;none;underground;False;6;3;3;;2024-11-01 17:33:31.478239
2655;278701200;2016;;monolith;underground;;2;1;1;;2024-11-01 17:33:32.211584
2656;278714216;;;;;;3;3;;;2024-11-01 17:33:35.509052
2657;278780826;2020;3;monolith;;;;0;0;;2024-11-01 17:33:38.383842
2658;278799470;1974;6;panel;ground;True;1;1;0;;2024-11-01 17:33:39.498049
2659;278942743;1983;6;panel;;True;2;2;0;;2024-11-01 17:33:42.086902
2660;279013304;1993;5;panel;;True;2;2;;;2024-11-01 17:33:42.958456
2661;279019946;2022;1;monolith;underground;;2;1;1;;2024-11-01 17:33:46.194600
2662;279062197;;;;;;4;2;2;;2024-11-01 17:33:48.893389
2663;279125910;2017;;monolith;underground;;1;1;;;2024-11-01 17:33:50.111976
2664;279298831;1961;;;;True;;;;;2024-11-01 17:33:52.707395
2665;279330398;1981;2;panel;;True;2;2;;;2024-11-01 17:33:53.595222
2666;279367183;2007;1;panel;;True;;;;;2024-11-01 17:33:56.886457
2667;279380322;2017;3;none;ground;False;3;2;1;;2024-11-01 17:33:59.624445
2668;279390533;1985;10;panel;ground;True;1;1;;;2024-11-01 17:34:01.831669
2669;279462728;2006;5;none;ground;True;2;1;1;;2024-11-01 17:34:03.267171
2670;279499608;2021;3;monolith;;False;;0;0;;2024-11-01 17:34:04.314856
2671;279522184;2022;9;monolith;underground;;2;1;1;;2024-11-01 17:34:07.607847
2672;279532824;2004;4;monolithBrick;;;3;3;;;2024-11-01 17:34:10.282878
2673;279565179;1981;4;panel;ground;True;2;1;1;;2024-11-01 17:34:13.911642
2674;279690277;2014;4;brick;;;;;;;2024-11-01 17:34:14.527028
2675;279735368;1961;2;block;;;;0;0;;2024-11-01 17:34:16.620955
2676;279777721;1980;2;none;;;1;1;;;2024-11-01 17:34:18.445108
2677;279792139;;;;underground;;8;4;4;;2024-11-01 17:34:20.845460
2678;279801982;1979;4;panel;;True;1;1;;;2024-11-01 17:34:24.511021
2679;279805251;;;;;;3;3;;;2024-11-01 17:34:25.061832
2680;279868448;2017;11;none;;;2;2;;;2024-11-01 17:34:27.353792
2681;279878454;;;;underground;;2;1;1;;2024-11-01 17:34:29.145678
2682;279995262;1979;6;monolith;;;;0;0;;2024-11-01 17:34:31.558439
2683;280037014;2008;5;block;;True;2;1;1;;2024-11-01 17:34:35.229968
2684;280100316;2018;4;block;multilevel;;2;1;1;;2024-11-01 17:34:35.837741
2685;280171164;2020;9;monolith;;;2;1;1;;2024-11-01 17:34:39.874583
2686;280577719;1973;1;block;ground;True;2;2;;;2024-11-01 17:34:42.292222
2687;280729658;;;;underground;;1;;1;;2024-11-01 17:34:45.806859
2688;280748897;1990;4;panel;ground;True;2;1;1;;2024-11-01 17:34:46.535097
2689;280784526;2021;14;monolith;ground;;2;1;1;;2024-11-01 17:34:50.350057
2690;280800172;;;;underground;;2;1;1;;2024-11-01 17:34:52.816549
2691;280811266;;;;underground;;3;2;1;;2024-11-01 17:34:54.980799
2692;280881124;2021;21;monolith;;;;0;0;;2024-11-01 17:34:56.334955
2693;280944825;1980;2;none;;;1;1;;;2024-11-01 17:34:57.319031
2694;281036536;1967;1;panel;;;3;3;;;2024-11-01 17:35:03.378960
2695;281055419;1967;1;block;;True;2;2;;;2024-11-01 17:35:05.693697
2696;281148362;1992;1;panel;;True;2;2;;;2024-11-01 17:35:07.036459
2697;281160401;1978;1;panel;;True;2;2;0;;2024-11-01 17:35:08.049667
2698;281305489;2020;;;;False;4;2;2;;2024-11-01 17:35:16.462084
2699;281351206;2015;;monolith;ground;True;5;3;2;;2024-11-01 17:35:18.960457
2700;281400310;;;;ground;;2;2;0;;2024-11-01 17:35:28.003086
2701;281501754;2023;;;underground;;4;2;2;;2024-11-01 17:35:37.367847
2702;281602073;1964;;;;;;0;0;;2024-11-01 17:35:48.425682
2703;281767161;;;;;;3;3;;;2024-11-01 17:35:58.998254
2704;281903621;2003;4;monolith;ground;False;2;1;1;;2024-11-01 17:36:04.098446
2705;281953959;2012;8;brick;underground;;3;2;1;;2024-11-01 17:36:12.102952
2706;281954320;2021;6;monolithBrick;underground;;4;2;2;;2024-11-01 17:36:22.805104
2707;282055738;1967;1;none;ground;True;2;2;0;;2024-11-01 17:36:30.900589
2708;282069777;1972;6;panel;;True;1;1;0;;2024-11-01 17:36:33.401891
2709;282557546;2016;6;monolith;;False;3;2;1;;2024-11-01 17:36:41.563975
2710;282560896;2018;1;none;ground;;;0;0;;2024-11-01 17:36:44.112895
2711;282849890;1982;8;panel;;True;2;2;;;2024-11-01 17:36:52.190893
2712;282851232;;;;;;2;1;1;;2024-11-01 17:37:28.552140
2713;282960156;;;;underground;;;;;;2024-11-01 17:37:39.450547
2714;283003619;1966;1;brick;ground;True;1;1;;;2024-11-01 17:37:49.970578
2715;283845894;2003;1;monolith;ground;True;4;2;2;;2024-11-01 17:38:00.545133
2716;283898949;1983;5;none;ground;True;2;2;;;2024-11-01 17:38:01.215309
2717;283903182;2022;6;monolith;;;1;0;1;;2024-11-01 17:38:11.270270
2718;283904943;1984;14;none;ground;True;2;2;0;;2024-11-01 17:38:14.257716
2719;283941996;1935;;;ground;;;0;0;;2024-11-01 17:38:17.814608
2720;283957093;;;;underground;True;6;4;2;;2024-11-01 17:38:21.904421
2721;284009792;1967;1;block;ground;True;1;1;;;2024-11-01 17:38:25.128976
2722;284009990;1930;2;brick;ground;;;;;;2024-11-01 17:38:27.810838
2723;284047714;2019;11;monolith;ground;False;2;1;1;;2024-11-01 17:38:28.599143
2724;284081092;1968;1;block;;True;2;2;0;;2024-11-01 17:38:32.438418
2725;284114135;2019;8;monolith;underground;;;;;;2024-11-01 17:38:35.766441
2726;284242571;1965;3;brick;;True;1;1;0;;2024-11-01 17:38:38.273814
2727;284317270;1973;1;panel;;True;2;1;1;;2024-11-01 17:38:39.759408
2728;284387750;2002;7;panel;;True;2;2;0;;2024-11-01 17:38:43.124125
2729;284435039;1985;4;panel;ground;True;2;1;1;;2024-11-01 17:38:46.580186
2730;284451312;;;;;;;;;;2024-11-01 17:38:49.116465
2731;284489277;1900;;;;;;;;;2024-11-01 17:38:50.689010
2732;284517584;2014;1;brick;ground;True;2;1;1;;2024-11-01 17:38:53.597525
2733;284608380;2019;4;panel;;;;;;;2024-11-01 17:38:57.354679
2734;284699798;1984;1;panel;ground;True;2;1;1;;2024-11-01 17:38:59.890183
2735;284706646;1980;2;none;ground;;1;1;;;2024-11-01 17:39:01.256185
2736;284708774;2022;;;underground;True;4;2;2;;2024-11-01 17:39:04.199786
2737;284799258;1977;2;panel;;;;;;;2024-11-01 17:39:07.851295
2738;284855246;2016;6;brick;;False;2;1;1;;2024-11-01 17:39:10.593705
2739;284883110;;;;;;;;;;2024-11-01 17:39:11.878032
2740;284938014;2024;;none;underground;False;4;2;2;;2024-11-01 17:39:15.056290
2741;284972498;2011;6;panel;;;;;;;2024-11-01 17:39:15.860366
2742;285071144;2020;6;panel;ground;True;2;1;1;;2024-11-01 17:39:18.320634
2743;285099684;2010;3;panel;;True;2;2;0;;2024-11-01 17:39:21.480667
2744;285165667;1996;15;monolith;;True;2;1;1;;2024-11-01 17:39:22.569267
2745;285227780;;;;;;3;2;1;;2024-11-01 17:39:25.581157
2746;285227837;1996;2;panel;ground;True;2;2;0;;2024-11-01 17:39:28.921761
2747;285321080;2014;7;brick;ground;;2;1;1;;2024-11-01 17:39:32.146633
2748;285364736;2022;1;monolith;;;;;;;2024-11-01 17:39:33.142145
2749;285467003;;;;;;;0;0;;2024-11-01 17:39:36.547203
2750;285495605;1970;6;panel;;;1;1;;;2024-11-01 17:39:40.729062
2751;285506338;1963;1;block;ground;True;1;1;;;2024-11-01 17:39:42.988853
2752;285606688;;;;underground;;2;2;;;2024-11-01 17:39:43.738207
2753;285606689;;;;underground;;2;2;;;2024-11-01 17:39:47.317347
2754;285606803;;;;underground;;2;2;;;2024-11-01 17:39:51.499212
2755;285638442;2021;5;none;;;2;1;1;;2024-11-01 17:39:53.716200
2756;285760827;;;;;;;0;0;;2024-11-01 17:39:54.730397
2757;285868978;2014;3;brick;multilevel;;;0;0;;2024-11-01 17:39:55.234943
2758;285954739;1978;4;panel;ground;True;2;2;0;;2024-11-01 17:39:58.221163
2759;285975782;1978;12;none;;;;;;;2024-11-01 17:40:02.117636
2760;285989333;2022;;;underground;True;4;2;2;;2024-11-01 17:40:03.357831
2761;286047850;1963;;;ground;False;;0;0;;2024-11-01 17:40:04.248149
2762;286050252;2018;10;monolith;;;;0;0;;2024-11-01 17:40:05.739024
2763;286144601;1985;9;panel;ground;True;3;1;2;;2024-11-01 17:40:06.884224
2764;286161494;2021;3;none;underground;True;4;2;2;;2024-11-01 17:40:09.088452
2765;286247651;2018;5;monolith;underground;False;2;1;1;;2024-11-01 17:40:15.166926
2766;286346386;;;;underground;;34;34;;;2024-11-01 17:40:16.435678
2767;286346388;;;;underground;;34;34;;;2024-11-01 17:40:17.516957
2768;286352227;2022;;none;;True;;;;;2024-11-01 17:40:26.080665
2769;286390169;1975;3;panel;;;;;;;2024-11-01 17:40:27.450216
2770;286391601;2015;5;monolith;underground;False;2;1;1;;2024-11-01 17:40:28.313835
2771;286494097;1964;1;block;;True;1;1;0;;2024-11-01 17:40:36.728169
2772;286509450;;;;underground;;1;1;0;;2024-11-01 17:40:38.320136
2773;286538689;2018;10;monolith;multilevel;True;2;1;1;;2024-11-01 17:40:39.028142
2774;286572721;1985;4;panel;;True;2;2;;;2024-11-01 17:40:47.508731
2775;286595273;2013;6;panel;ground;True;2;1;1;;2024-11-01 17:40:49.687570
2776;286596009;2021;1;panel;ground;;;0;0;;2024-11-01 17:40:58.937187
2777;286622670;2014;4;brick;ground;True;2;1;1;;2024-11-01 17:41:00.393701
2778;286766512;2021;1;monolith;;;2;1;1;;2024-11-01 17:41:09.483524
2779;286804795;;;;;;;;;;2024-11-01 17:41:11.191647
2780;286921785;2022;2;monolith;ground;True;2;1;1;;2024-11-01 17:41:20.091606
2781;287065225;;;;;;;;;;2024-11-01 17:41:21.878418
2782;287126579;1995;4;panel;ground;True;2;1;1;;2024-11-01 17:41:30.524693
2783;287157939;2022;2;monolith;;;;;;;2024-11-01 17:41:32.494045
2784;287204969;2021;2;block;underground;;2;1;1;;2024-11-01 17:41:39.517336
2785;287207469;2018;4;none;;;2;1;1;;2024-11-01 17:41:41.469585
2786;287238519;2010;1;brick;ground;False;3;2;1;;2024-11-01 17:41:50.165996
2787;287415275;1977;6;brick;ground;True;1;1;0;;2024-11-01 17:41:52.278126
2788;287452440;;;;;;;;;;2024-11-01 17:42:00.833446
2789;287453786;;;;ground;;2;1;1;;2024-11-01 17:42:03.233587
2790;287460662;2006;3;monolith;;;;;;;2024-11-01 17:43:13.032910
2791;287481590;2015;6;monolith;underground;True;3;1;2;;2024-11-01 17:43:14.336147
2792;287486012;2023;;;;False;;;;;2024-11-01 17:43:19.972170
2793;287534881;2021;;panel;;;1;1;;;2024-11-01 17:43:23.655315
2794;287600795;1985;12;none;;False;2;1;1;;2024-11-01 17:43:25.979590
2795;287615609;1966;4;none;;True;1;1;0;;2024-11-01 17:43:30.882388
2796;287622737;2023;5;monolithBrick;;;2;1;1;;2024-11-01 17:43:34.119502
2797;287647905;;;;underground;;6;3;3;;2024-11-01 17:43:37.008548
2798;287678758;2021;3;monolith;underground;;4;3;1;;2024-11-01 17:43:41.641520
2799;287824196;1994;4;panel;ground;True;2;1;1;;2024-11-01 17:43:44.773927
2800;287932004;2014;1;monolith;;True;4;2;2;;2024-11-01 17:43:47.415867
2801;287960641;1984;;;ground;;2;1;1;;2024-11-01 17:43:49.557423
2802;287970343;1976;4;none;ground;False;;0;0;;2024-11-01 17:43:52.190280
2803;287983658;;;;underground;;4;2;2;;2024-11-01 17:43:55.410378
2804;287994048;2006;6;panel;underground;True;1;0;1;;2024-11-01 17:43:58.100022
2805;287994071;2007;2;monolithBrick;ground;False;2;1;1;;2024-11-01 17:44:00.223510
2806;287997882;1995;4;panel;ground;True;2;1;1;;2024-11-01 17:44:02.973811
2807;288000643;1979;8;monolith;ground;True;1;1;;;2024-11-01 17:44:06.136944
2808;288051007;;;;;;;;;;2024-11-01 17:44:08.788267
2809;288058353;1980;;;ground;;2;1;1;;2024-11-01 17:44:10.907806
2810;288092455;;;;;;2;1;1;;2024-11-01 17:44:12.472210
2811;288162733;1989;4;none;;;1;1;;;2024-11-01 17:44:13.555568
2812;288239776;2022;;none;;;2;1;1;;2024-11-01 17:44:17.579629
2813;288263786;2014;3;block;underground;False;2;1;1;;2024-11-01 17:44:19.473692
2814;288328266;2007;2;monolith;ground;True;4;3;1;;2024-11-01 17:44:21.603562
2815;288339582;;;;;;;0;0;;2024-11-01 17:44:23.141803
2816;288427117;2023;;none;ground;True;2;1;1;;2024-11-01 17:44:28.261874
2817;288451627;2021;2;panel;underground;;3;2;1;;2024-11-01 17:44:30.459304
2818;288557638;1956;6;brick;;;;;;;2024-11-01 17:44:32.400218
2819;288615232;1966;7;panel;ground;True;1;1;;;2024-11-01 17:44:33.879778
2820;288627542;2019;;;underground;True;4;2;2;;2024-11-01 17:44:39.026497
2821;288676868;2004;1;panel;;;;;;;2024-11-01 17:44:41.055113
2822;288852501;1983;;;ground;;;;;;2024-11-01 17:44:43.080843
2823;288880767;2020;0;monolith;underground;False;3;2;1;;2024-11-01 17:44:43.721914
2824;288892207;1971;1;block;;True;2;2;;;2024-11-01 17:44:44.742111
2825;289011665;2004;4;panel;;True;2;2;0;;2024-11-01 17:44:49.711387
2826;289031855;1960;2;none;ground;False;;0;0;;2024-11-01 17:44:52.013827
2827;289094867;1960;9;none;ground;;;0;0;;2024-11-01 17:44:53.517583
2828;289141511;2020;7;panel;ground;False;2;1;1;;2024-11-01 17:44:54.425941
2829;289160005;2022;1;monolith;;False;;0;0;;2024-11-01 17:44:55.781128
2830;289163358;1966;1;brick;ground;True;1;1;;;2024-11-01 17:45:00.277474
2831;289226557;2013;3;brick;underground;False;3;2;1;;2024-11-01 17:45:02.707235
2832;289231279;2015;1;none;ground;True;2;1;1;;2024-11-01 17:45:04.105688
2833;289234548;2022;6;monolith;ground;True;2;1;1;;2024-11-01 17:45:10.916748
2834;289250459;;;;;;4;3;1;;2024-11-01 17:45:13.180950
2835;289286781;;;;;False;4;2;2;;2024-11-01 17:45:14.140448
2836;289286859;2022;1;panel;ground;;;0;0;;2024-11-01 17:45:14.796522
2837;289421216;2008;4;monolith;ground;True;2;1;1;;2024-11-01 17:45:21.566636
2838;289461345;1978;2;none;ground;True;2;1;1;;2024-11-01 17:45:24.032334
2839;289490553;;;;underground;;;;;;2024-11-01 17:45:24.735221
2840;289523550;1980;2;none;ground;;1;1;0;;2024-11-01 17:45:25.566410
2841;289533687;1980;2;none;ground;;1;1;;;2024-11-01 17:45:32.760349
2842;289533813;1980;2;none;ground;;1;1;;;2024-11-01 17:45:34.635979
2843;289687246;2010;;;ground;;;;;;2024-11-01 17:45:35.313979
2844;289747849;;;;;;4;2;2;;2024-11-01 17:45:43.169441
2845;289748563;1957;10;brick;ground;;;;;;2024-11-01 17:45:45.463463
2846;289774038;2008;1;brick;underground;;1;1;;;2024-11-01 17:45:46.204413
2847;289776671;;;;;;;;;;2024-11-01 17:45:53.706952
2848;289781373;1955;7;none;;True;;;;;2024-11-01 17:45:56.264473
2849;289806469;1908;3;none;;True;1;1;0;;2024-11-01 17:45:56.885744
2850;289915248;2022;9;none;;False;;0;0;;2024-11-01 17:46:04.229087
2851;289974135;;;;;;2;1;1;;2024-11-01 17:46:06.962812
2852;290012594;2021;0;none;underground;False;3;2;1;;2024-11-01 17:46:08.031217
2853;290075868;2007;1;brick;underground;;2;1;1;;2024-11-01 17:46:14.762529
2854;290106587;;;;;;;;;;2024-11-01 17:46:18.016648
2855;290125146;2023;5;monolithBrick;ground;;3;2;1;;2024-11-01 17:46:18.726386
2856;290127573;2013;5;panel;;True;2;1;1;;2024-11-01 17:46:25.552047
2857;290145945;1972;16;panel;ground;True;2;2;;;2024-11-01 17:46:28.697369
2858;290185551;2018;6;none;ground;;5;3;2;;2024-11-01 17:46:29.427327
2859;290338595;;;;;;;;;;2024-11-01 17:46:36.272819
2860;290361997;2022;11;monolith;;;2;2;0;;2024-11-01 17:46:39.281604
2861;290406880;1974;2;panel;ground;True;1;1;;;2024-11-01 17:46:40.206322
2862;290433354;;;;;False;;0;0;;2024-11-01 17:46:40.807729
2863;290465723;;;;;;;0;0;;2024-11-01 17:46:46.807830
2864;290503701;2022;;;ground;;2;1;1;;2024-11-01 17:46:49.820190
2865;290522992;2021;;;;;;;;;2024-11-01 17:46:50.898929
2866;290529725;1960;4;brick;ground;True;;;;;2024-11-01 17:46:57.374456
2867;290579556;;;;;;3;2;1;;2024-11-01 17:47:00.431267
2868;290597756;2021;0;none;underground;False;;0;0;;2024-11-01 17:47:01.597063
2869;290636480;;;;underground;;;;;;2024-11-01 17:47:12.195066
2870;290644239;1984;1;panel;ground;;2;1;1;;2024-11-01 17:47:22.803679
2871;290673971;2018;2;none;;;3;2;1;;2024-11-01 17:47:32.166099
2872;290704593;2018;11;monolith;;False;3;2;1;;2024-11-01 17:47:33.628139
2873;290717894;2021;;;underground;;;;;;2024-11-01 17:47:42.843085
2874;290725437;;;;underground;;5;4;1;;2024-11-01 17:47:53.444328
2875;290821545;;;;;;;;;;2024-11-01 17:48:04.013323
2876;290829248;2022;3;monolith;;;2;1;1;;2024-11-01 17:48:05.798803
2877;290845098;;;;;False;4;3;1;;2024-11-01 17:48:06.837419
2878;290854836;2003;2;brick;ground;True;2;1;1;;2024-11-01 17:48:16.372671
2879;290915964;2022;2;none;;;2;1;1;;2024-11-01 17:48:17.709533
2880;290918518;2016;;;ground;;2;1;1;;2024-11-01 17:48:27.076284
2881;290950607;;;;ground;False;;;;;2024-11-01 17:48:27.869859
2882;290954288;1984;5;panel;ground;True;2;1;1;;2024-11-01 17:48:28.596657
2883;291011115;;;;;;;;;;2024-11-01 17:48:37.822632
2884;291023077;1978;1;panel;ground;True;2;1;1;;2024-11-01 17:48:38.569227
2885;291039791;2018;11;monolith;underground;;2;1;1;;2024-11-01 17:48:39.336950
2886;291075580;2014;3;panel;ground;True;2;1;1;;2024-11-01 17:48:48.631740
2887;291103112;;;;;;;;;;2024-11-01 17:48:49.409542
2888;291105597;1886;1;brick;;False;;0;0;;2024-11-01 17:48:59.292066
2889;291114402;;;;;;2;2;;;2024-11-01 17:49:00.146885
2890;291116235;2023;;;underground;;;;;;2024-11-01 17:49:09.974955
2891;291121557;2023;;;underground;True;4;2;2;;2024-11-01 17:49:10.852767
2892;291143558;1987;1;none;;False;;;;;2024-11-01 17:49:21.591122
2893;291154952;1974;2;panel;ground;True;2;1;1;;2024-11-01 17:49:32.339251
2894;291247236;2017;1;none;ground;;3;2;1;;2024-11-01 17:49:43.538003
2895;291311492;2022;;;underground;;3;2;1;;2024-11-01 17:49:51.972176
2896;291335222;2013;6;none;;True;2;1;1;;2024-11-01 17:49:54.611461
2897;291366248;;;;;;;0;0;;2024-11-01 17:50:02.707095
2898;291395625;2022;3;monolith;;;2;1;1;;2024-11-01 17:50:05.310639
2899;291406278;2022;;;underground;;2;1;1;;2024-11-01 17:50:11.032190
2900;291413927;1995;4;panel;ground;True;2;1;1;;2024-11-01 17:50:13.565203
2901;291425330;;;;multilevel;True;;;;;2024-11-01 17:50:15.958430
2902;291448862;;;;;False;;0;0;;2024-11-01 17:50:21.778445
2903;291451180;;;;;;;;;;2024-11-01 17:50:24.225253
2904;291452352;1986;4;panel;;True;2;2;0;;2024-11-01 17:50:24.960981
2905;291480860;2018;4;panel;ground;;;;;;2024-11-01 17:50:26.590013
2906;291524185;1974;3;monolith;ground;True;1;1;;;2024-11-01 17:50:32.484064
2907;291578564;2014;2;brick;;;;0;0;;2024-11-01 17:50:35.291569
2908;291599525;1979;4;panel;ground;True;2;1;1;;2024-11-01 17:50:36.287941
2909;291600433;2020;6;monolith;underground;;1;0;1;;2024-11-01 17:50:43.313848
2910;291649717;1967;10;brick;ground;True;1;1;0;;2024-11-01 17:50:45.054512
2911;291652014;1960;4;panel;;;;;;;2024-11-01 17:50:46.183392
2912;291674905;2022;4;none;;True;2;1;1;;2024-11-01 17:50:54.132623
2913;291715912;1979;6;panel;ground;True;1;1;;;2024-11-01 17:50:56.072106
2914;291725890;;;;;;;;;;2024-11-01 17:50:56.807800
2915;291762799;2019;4;monolith;;False;6;2;4;;2024-11-01 17:51:06.552035
2916;291768779;1973;1;none;ground;True;2;2;;;2024-11-01 17:51:07.557607
2917;291793489;1970;1;block;ground;True;2;2;0;;2024-11-01 17:51:08.140484
2918;291794993;2020;7;monolith;ground;;2;1;1;;2024-11-01 17:51:12.380059
2919;292288457;;;;underground;;3;2;1;;2024-11-01 17:51:13.271848
2920;292289584;;;;ground;;;;;;2024-11-01 17:51:17.150005
2921;292317553;1965;1;block;ground;False;2;2;;;2024-11-01 17:51:18.421886
2922;292327640;2023;5;monolithBrick;;;3;2;1;;2024-11-01 17:51:23.867037
2923;292347022;1961;3;none;;False;;0;0;;2024-11-01 17:51:27.904046
2924;292367639;2015;;monolith;ground;;2;1;1;;2024-11-01 17:51:28.825440
2925;292377417;1974;8;panel;;True;1;1;;;2024-11-01 17:51:34.622850
2926;292389134;1973;6;panel;ground;True;1;1;;;2024-11-01 17:51:39.059915
2927;292391086;2004;7;panel;ground;True;2;1;1;;2024-11-01 17:51:40.083005
2928;292400035;2019;;monolith;;;4;1;3;;2024-11-01 17:51:45.051466
2929;292417116;2009;6;panel;;True;2;1;1;;2024-11-01 17:51:49.958742
2930;292440416;2021;10;monolith;;;2;2;;;2024-11-01 17:51:51.244109
2931;292446204;2009;6;monolith;;True;3;1;2;;2024-11-01 17:51:51.939288
2932;292495457;1967;14;panel;ground;True;1;1;;;2024-11-01 17:51:55.497412
2933;292499976;2016;;monolith;;False;2;1;1;;2024-11-01 17:52:01.808378
2934;292507917;1971;1;block;;True;2;2;0;;2024-11-01 17:52:02.773516
2935;292522658;2022;3;monolith;ground;;2;1;1;;2024-11-01 17:52:06.336420
2936;292524495;2022;3;monolith;;;2;1;1;;2024-11-01 17:52:12.471156
2937;292526198;2022;3;monolith;ground;;2;1;1;;2024-11-01 17:52:14.173612
2938;292527624;2022;3;monolith;;;2;1;1;;2024-11-01 17:52:17.144610
2939;292545798;2004;2;none;;;1;1;;;2024-11-01 17:52:21.481105
2940;292563149;1974;4;brick;ground;;;0;0;;2024-11-01 17:52:23.604457
2941;292571543;1980;2;none;;;1;1;;;2024-11-01 17:52:24.704387
2942;292581156;;;;;False;4;2;2;;2024-11-01 17:52:27.810401
2943;292588680;2019;;monolith;;False;;;;;2024-11-01 17:52:32.482974
2944;292617247;1965;1;block;ground;True;2;2;;;2024-11-01 17:52:34.195574
2945;292629135;1982;1;panel;ground;True;2;1;1;;2024-11-01 17:52:38.464582
2946;292636353;2012;17;brick;;True;2;1;1;;2024-11-01 17:52:43.234224
2947;292653808;1928;4;none;ground;True;1;1;;;2024-11-01 17:52:44.994041
2948;292655914;1880;4;none;ground;;1;1;;;2024-11-01 17:52:49.087873
2949;292664727;2016;;monolith;;False;2;1;1;;2024-11-01 17:52:53.958228
2950;292666716;2024;;;underground;False;2;1;1;;2024-11-01 17:52:55.817430
2951;292674602;2021;5;none;;;;;;;2024-11-01 17:52:59.818796
2952;292679958;2004;2;monolith;ground;True;;0;0;;2024-11-01 17:53:04.633509
2953;292682602;2017;3;panel;ground;True;3;2;1;;2024-11-01 17:53:06.711833
2954;292686414;1964;1;block;;;1;1;;;2024-11-01 17:53:08.348815
2955;292698316;1996;7;panel;;True;2;1;1;;2024-11-01 17:53:15.724054
2956;292698409;;;;ground;;1;1;;;2024-11-01 17:53:17.395567
2957;292728611;1962;1;block;;True;1;1;;;2024-11-01 17:53:19.053346
2958;292730908;;;;;;2;1;1;;2024-11-01 17:53:26.772689
2959;292774251;1966;1;brick;;True;2;1;1;;2024-11-01 17:53:27.995337
2960;292774280;1988;4;panel;ground;True;2;2;;;2024-11-01 17:53:30.110863
2961;292778806;;;;;;;0;0;;2024-11-01 17:53:37.657295
2962;292787122;2021;;;underground;;4;2;2;;2024-11-01 17:53:38.304013
2963;292792113;2021;3;none;ground;True;;0;0;;2024-11-01 17:53:47.196920
2964;292805397;2023;1;monolith;underground;;8;4;4;;2024-11-01 17:53:48.855861
2965;292845562;1984;2;panel;;True;2;2;;;2024-11-01 17:53:57.906794
2966;292850044;;;;;;;0;0;;2024-11-01 17:53:59.682319
2967;292897420;1983;9;panel;;;2;1;1;;2024-11-01 17:54:08.797388
2968;292902438;2018;3;panel;ground;;;;;;2024-11-01 17:54:10.770498
2969;292904685;;;;;;3;1;2;;2024-11-01 17:54:15.268482
2970;292941944;;;;;;1;1;;;2024-11-01 17:54:19.633762
2971;292945725;2007;1;brick;underground;;2;2;;;2024-11-01 17:54:21.565179
2972;292956777;;;;ground;;;;;;2024-11-01 17:54:23.619441
2973;292973726;1966;1;brick;ground;True;1;1;0;;2024-11-01 17:54:30.458988
2974;292983798;2022;21;monolith;;;1;1;;;2024-11-01 17:54:32.143652
2975;292998414;2022;;;underground;;2;1;1;;2024-11-01 17:54:41.388716
2976;293000735;1982;1;panel;ground;True;2;1;1;;2024-11-01 17:54:42.688913
2977;293001657;;;;;;4;3;1;;2024-11-01 17:54:52.541108
2978;293042613;2023;;none;;;2;1;1;;2024-11-01 17:54:53.248820
2979;293053907;2011;7;monolith;underground;True;4;2;2;;2024-11-01 17:55:01.609839
